station_origin,station_destination,flows,population,jobs,distance
Golders Green,Heathrow Terminals 2 & 3,2,4792,2406,35258.16831938401
Golders Green,Hendon Central,20,4792,1878,2648.696445793003
Golders Green,High Barnet,3,4792,953,20594.489353233417
Golders Green,High Street Kensington,9,4792,5427,13578.61862839487
Golders Green,Highbury & Islington,32,4792,25385,10414.428591350375
Golders Green,Highgate,4,4792,856,10221.914656795456
Golders Green,Holborn,65,4792,22346,9409.51060165093
Golders Green,Holland Park,3,4792,2063,13317.706556370287
Golders Green,Holloway Road,7,4792,1696,10482.573390072752
Golders Green,Hounslow Central,1,4792,708,28562.86002034937
Golders Green,Hounslow East,1,4792,843,27817.175636928452
Golders Green,Hounslow West,0,4792,401,30041.94371234581
Golders Green,Hyde Park Corner,8,4792,2410,10455.577331764645
Golders Green,Kennington,7,4792,1161,12610.425345540321
Golders Green,Kentish Town,40,4792,3404,6873.572740536893
Golders Green,Kew Gardens,1,4792,792,21882.186716781245
Golders Green,King's Cross St. Pancras,150,4792,33330,7832.575581693492
Golders Green,Knightsbridge,29,4792,6821,11039.530920064553
Golders Green,Ladbroke Grove,2,4792,2131,14854.94625545405
Golders Green,Lambeth North,3,4792,1319,11423.91588510855
Golders Green,Lancaster Gate,8,4792,1820,11121.500541059038
Golders Green,Latimer Road,2,4792,1109,15514.52679029359
Golders Green,Leicester Square,103,4792,8847,9278.392859541163
Golders Green,Leyton,1,4792,1447,19949.705079848274
Golders Green,Leytonstone,2,4792,1844,21613.548640139754
Golders Green,Liverpool Street,42,4792,61122,11292.85977779031
Golders Green,London Bridge,131,4792,29930,12522.330161763342
Golders Green,Loughton,0,4792,655,30468.55865897767
Golders Green,Manor House,6,4792,1311,13038.148846405802
Golders Green,Mansion House,13,4792,7815,12213.093212862563
Golders Green,Marble Arch,18,4792,6145,9902.898356298594
Golders Green,Marylebone,2,4792,4250,10857.132250748426
Golders Green,Mile End,6,4792,3759,15331.496374079328
Golders Green,Moorgate,259,4792,24574,10858.77232918798
Golders Green,Morden,2,4792,1447,24579.62315201948
Golders Green,Mornington Crescent,72,4792,2927,6189.41988433661
Golders Green,Newbury Park,0,4792,559,28276.885630443463
Golders Green,North Acton,2,4792,3168,18667.590903141627
Golders Green,North Greenwich,3,4792,6276,18852.807509442348
Golders Green,Northfields,0,4792,864,23358.01452798008
Golders Green,Northolt,0,4792,663,26766.670848142498
Golders Green,Notting Hill Gate,10,4792,5490,12617.97309340074
Golders Green,Oakwood,0,4792,423,22995.107675768984
Golders Green,Old Street,222,4792,15897,10533.549062713268
Golders Green,Osterley,0,4792,521,26849.680964485215
Golders Green,Oval,12,4792,2544,13525.583029878839
Golders Green,Oxford Circus,96,4792,44368,8665.121556240258
Golders Green,Paddington,21,4792,20198,12142.305569264568
Golders Green,Parsons Green,3,4792,2711,16214.29033148562
Golders Green,Piccadilly Circus,16,4792,13641,9628.951630638887
Golders Green,Pimlico,21,4792,5585,12285.16599120329
Golders Green,Plaistow,1,4792,1049,19107.279485569998
Golders Green,Putney Bridge,5,4792,2494,17208.75268080209
Golders Green,Queen's Park,0,4792,2167,12841.509629688435
Golders Green,Queensway,6,4792,1882,11979.650162520711
Golders Green,Ravenscourt Park,3,4792,1895,17240.53400142305
Golders Green,Redbridge,0,4792,198,24461.38474791244
Golders Green,Richmond,0,4792,5397,24050.34998086088
Golders Green,Royal Oak,0,4792,856,13079.602081978148
Golders Green,Russell Square,14,4792,5172,8703.07628643675
Golders Green,Seven Sisters,24,4792,10191,15327.923609214306
Golders Green,Shepherd's Bush,12,4792,9890,14229.385977655442
Golders Green,Shepherd's Bush Market,0,4792,416,16594.65182097819
Golders Green,Sloane Square,19,4792,8229,12051.046853528747
Golders Green,Snaresbrook,2,4792,512,23271.699257646753
Golders Green,South Ealing,2,4792,670,22905.069237303243
Golders Green,South Kensington,42,4792,15325,12340.346238597682
Golders Green,South Wimbledon,5,4792,1361,23046.376841461566
Golders Green,South Woodford,0,4792,766,24587.51999371477
Golders Green,Southfields,1,4792,1351,19898.20636606306
Golders Green,Southgate,2,4792,874,21129.462821652778
Golders Green,Southwark,7,4792,10326,11506.65375844954
Golders Green,St. James's Park,34,4792,13339,11395.312380391153
Golders Green,St. Paul's,41,4792,13446,11070.145510959655
Golders Green,Stamford Brook,2,4792,784,17949.823555592728
Golders Green,Stepney Green,5,4792,1879,14302.22399680861
Golders Green,Stockwell,3,4792,1623,14617.349954020154
Golders Green,Stratford,21,4792,55954,17818.362153924038
Golders Green,Temple,14,4792,6780,10875.392499405283
Golders Green,Tooting Bec,4,4792,1239,19612.52757933567
Golders Green,Tooting Broadway,15,4792,4506,20687.48902168109
Golders Green,Tottenham Court Road,187,4792,19126,8692.452488978077
Golders Green,Tottenham Hale,8,4792,3239,16481.462777093573
Golders Green,Totteridge & Whetstone,0,4792,287,18001.858852086378
Golders Green,Tower Hill,21,4792,8286,12475.332233872492
Golders Green,Tufnell Park,9,4792,557,7638.173748693656
Golders Green,Turnham Green,2,4792,1515,18554.5877999176
Golders Green,Turnpike Lane,2,4792,992,15359.808204854542
Golders Green,Upney,0,4792,485,25518.194364164865
Golders Green,Upton Park,0,4792,1642,20428.358129001885
Golders Green,Uxbridge,0,4792,4316,36860.793764225324
Golders Green,Vauxhall,24,4792,16242,13110.494244510825
Golders Green,Victoria,119,4792,33251,10885.2878402999
Golders Green,Walthamstow Central,8,4792,5271,19454.73225167647
Golders Green,Warren Street,142,4792,17309,7515.4071098272025
Golders Green,Waterloo,128,4792,23466,10850.22682893294
Golders Green,Wembley Park,0,4792,5759,21119.845099765324
Golders Green,West Acton,0,4792,488,20479.085677884155
Golders Green,West Brompton,3,4792,5859,14569.19012364889
Golders Green,West Finchley,0,4792,91,15578.282808439319
Golders Green,West Ham,0,4792,5487,18177.443992011937
Golders Green,West Kensington,1,4792,1345,14945.866226190466
Golders Green,Westbourne Park,0,4792,1347,14049.006328021318
Golders Green,Westminster,22,4792,15466,10834.56304048438
Golders Green,White City,12,4792,5966,15529.887070914905
Golders Green,Whitechapel,14,4792,17633,13222.05981331409
Golders Green,Wimbledon,0,4792,6295,22913.768400634835
Golders Green,Wimbledon Park,0,4792,596,21257.85613604555
Golders Green,Wood Green,4,4792,2146,16290.63383025771
Golders Green,Wood Lane,0,4792,1578,16068.388865733701
Golders Green,Woodford,0,4792,706,26299.47490972779
Golders Green,Woodside Park,0,4792,745,16524.757155335603
Goldhawk Road,Acton Town,0,1347,2202,5382.288275345792
Goldhawk Road,Aldgate,21,1347,7782,13383.733939917063
Goldhawk Road,Aldgate East,11,1347,7932,13627.515824587425
Goldhawk Road,Alperton,0,1347,741,10355.376218877873
Goldhawk Road,Amersham,0,1347,256,42837.88046771392
Goldhawk Road,Angel,11,1347,8103,10381.684382502572
Goldhawk Road,Archway,1,1347,2193,14474.436908510026
Goldhawk Road,Baker Street,85,1347,14973,6715.10731851139
Goldhawk Road,Bank and Monument,2,1347,78549,12136.02497108971
Goldhawk Road,Barbican,54,1347,9134,11520.274043071533
Goldhawk Road,Barking,0,1347,7004,25519.688962694174
Goldhawk Road,Barons Court,1,1347,2956,1899.4214211658418
Goldhawk Road,Bermondsey,1,1347,3172,13435.673080274057
Goldhawk Road,Bethnal Green,0,1347,4660,15068.871004323444
Goldhawk Road,Blackfriars,2,1347,10849,10966.732535892366
Goldhawk Road,Blackhorse Road,0,1347,2955,19264.458588052566
Goldhawk Road,Bond Street,1,1347,20967,8459.385549219309
Goldhawk Road,Borough,0,1347,3254,11862.44040911383
Goldhawk Road,Boston Manor,4,1347,892,8894.024925300613
Goldhawk Road,Bounds Green,0,1347,778,19164.861824741874
Goldhawk Road,Bow Road,0,1347,1193,17325.21862005395
Goldhawk Road,Brixton,1,1347,5084,12723.455219668323
Goldhawk Road,Bromley-by-Bow,0,1347,1613,18333.98852941582
Goldhawk Road,Burnt Oak,0,1347,649,23141.573117935463
Goldhawk Road,Caledonian Road,2,1347,1803,11236.066027173256
Goldhawk Road,Camden Town,4,1347,6348,11438.33414569776
Goldhawk Road,Canada Water,0,1347,20443,14425.19000083456
Goldhawk Road,Canary Wharf,10,1347,58772,17027.056277327727
Goldhawk Road,Canning Town,1,1347,15428,19571.244881826646
Goldhawk Road,Cannon Street,0,1347,4698,11875.175538166352
Goldhawk Road,Chalk Farm,0,1347,1329,12432.111292704443
Goldhawk Road,Charing Cross,2,1347,7016,9079.76691346894
Goldhawk Road,Colindale,0,1347,2081,21835.15106824178
Goldhawk Road,Covent Garden,1,1347,4355,9248.181178573155
Goldhawk Road,Dollis Hill,1,1347,847,14452.26800944131
Goldhawk Road,Ealing Broadway,0,1347,4846,7974.208187437848
Goldhawk Road,Earl's Court,5,1347,6613,3404.2194865269503
Goldhawk Road,East Acton,2,1347,1505,9207.326410135483
Goldhawk Road,East Ham,0,1347,2062,23097.39403566103
Goldhawk Road,East Putney,2,1347,1877,7669.736825712763
Goldhawk Road,Edgware Road,57,1347,6868,5680.26695104686
Goldhawk Road,Elephant & Castle,4,1347,6427,11162.479865712003
Goldhawk Road,Embankment,1,1347,10220,9420.097733927852
Goldhawk Road,Euston Square,83,1347,8093,8161.886982077023
Goldhawk Road,Farringdon,128,1347,25592,11059.364099329916
Goldhawk Road,Finchley Central,0,1347,1921,20184.21890821206
Goldhawk Road,Finchley Road,6,1347,3417,10249.744565826151
Goldhawk Road,Finsbury Park,2,1347,6769,13290.825299264057
Goldhawk Road,Fulham Broadway,2,1347,4200,4914.370554697758
Goldhawk Road,Gloucester Road,24,1347,5194,4314.340700376037
Goldhawk Road,Golders Green,0,1347,1871,17033.941243465648
Goldhawk Road,Great Portland Street,84,1347,6936,7541.926763817525
Goldhawk Road,Green Park,10,1347,26754,7730.3323869158685
Goldhawk Road,Greenford,0,1347,1157,16668.45941113148
Goldhawk Road,Gunnersbury,1,1347,4775,4707.0640499097935
Goldhawk Road,Hammersmith,48,1347,18250,1005.5893352451144
Goldhawk Road,Hampstead,1,1347,2010,14648.215336284231
Goldhawk Road,Hanger Lane,1,1347,1493,12842.139075145202
Goldhawk Road,Harrow-on-the-Hill,2,1347,3019,19529.793608149183
Goldhawk Road,Hatton Cross,2,1347,1219,17450.57562566929
Goldhawk Road,Heathrow Terminal 5,1,1347,975,22318.605047096935
Goldhawk Road,Heathrow Terminals 2 & 3,1,1347,2406,19863.32657146055
Goldhawk Road,Hendon Central,0,1347,1878,19682.637689258652
Goldhawk Road,High Street Kensington,0,1347,5427,4705.0795977087755
Goldhawk Road,Highbury & Islington,4,1347,25385,11783.21867142904
Goldhawk Road,Highgate,0,1347,856,16064.641704725325
Goldhawk Road,Holborn,0,1347,22346,9881.12174989529
Goldhawk Road,Holloway Road,2,1347,1696,11851.363470151415
Goldhawk Road,Hounslow Central,1,1347,708,13168.018272425914
Goldhawk Road,Hounslow East,0,1347,843,12422.333889004996
Goldhawk Road,Hounslow West,0,1347,401,14647.101964422352
Goldhawk Road,Hyde Park Corner,1,1347,2410,6950.443086649041
Goldhawk Road,Kentish Town,0,1347,3404,12716.299788466764
Goldhawk Road,Kew Gardens,0,1347,792,6487.3449688577875
Goldhawk Road,Kilburn,0,1347,1953,12021.10069781132
Goldhawk Road,King's Cross St. Pancras,100,1347,33330,9201.365661772155
Goldhawk Road,Kingsbury,1,1347,1018,20432.890051373794
Goldhawk Road,Knightsbridge,6,1347,6821,6366.489498349133
Goldhawk Road,Ladbroke Grove,48,1347,2131,2178.9949880115996
Goldhawk Road,Lambeth North,0,1347,1319,10166.759583408393
Goldhawk Road,Latimer Road,24,1347,1109,1519.414453172059
Goldhawk Road,Leicester Square,2,1347,8847,8882.64987949088
Goldhawk Road,Leytonstone,0,1347,1844,22982.33872021842
Goldhawk Road,Liverpool Street,60,1347,61122,12661.649857868975
Goldhawk Road,London Bridge,7,1347,29930,11347.846541851884
Goldhawk Road,Maida Vale,0,1347,949,6611.8741839766035
Goldhawk Road,Manor House,0,1347,1311,14406.938926484465
Goldhawk Road,Mansion House,0,1347,7815,11626.996832015504
Goldhawk Road,Marylebone,1,1347,4250,6283.150293933107
Goldhawk Road,Mile End,0,1347,3759,16700.286454157995
Goldhawk Road,Mill Hill East,0,1347,681,21706.421350762677
Goldhawk Road,Moorgate,65,1347,24574,12227.562409266644
Goldhawk Road,Neasden,0,1347,732,15237.851023196024
Goldhawk Road,North Acton,2,1347,3168,10387.845726477794
Goldhawk Road,North Greenwich,1,1347,6276,18856.83956835731
Goldhawk Road,Northfields,2,1347,864,7963.172780056622
Goldhawk Road,Northwick Park,2,1347,1713,20668.987458307824
Goldhawk Road,Northwood Hills,1,1347,488,25185.82633321805
Goldhawk Road,Old Street,8,1347,15897,11902.33914279193
Goldhawk Road,Osterley,0,1347,521,11454.839216561759
Goldhawk Road,Oxford Circus,1,1347,44368,8488.697996171526
Goldhawk Road,Paddington,134,1347,20198,4891.635674201081
Goldhawk Road,Parsons Green,8,1347,2711,5616.708886125831
Goldhawk Road,Perivale,0,1347,532,15072.024289947069
Goldhawk Road,Piccadilly Circus,5,1347,13641,8507.958473721066
Goldhawk Road,Plaistow,0,1347,1049,20476.069565648664
Goldhawk Road,Preston Road,2,1347,411,18935.853659085828
Goldhawk Road,Queen's Park,0,1347,2167,8273.486657796482
Goldhawk Road,Queensbury,0,1347,439,21678.885285737448
Goldhawk Road,Ravenscourt Park,0,1347,1895,1845.6922534995927
Goldhawk Road,Rayners Lane,0,1347,426,16923.81248138455
Goldhawk Road,Richmond,6,1347,5397,8655.508232937424
Goldhawk Road,Rickmansworth,2,1347,937,32388.013788335884
Goldhawk Road,Royal Oak,24,1347,856,3954.3391614875013
Goldhawk Road,Russell Square,2,1347,5172,10071.866366515414
Goldhawk Road,Seven Sisters,1,1347,10191,16696.71368929297
Goldhawk Road,Shepherd's Bush Market,0,1347,416,439.28942248745847
Goldhawk Road,Sloane Square,5,1347,8229,6238.896551417441
Goldhawk Road,South Ealing,1,1347,670,7510.227489379785
Goldhawk Road,South Harrow,0,1347,387,15118.255775248708
Goldhawk Road,South Kensington,17,1347,15325,5065.674179816006
Goldhawk Road,Southfields,1,1347,1351,9300.62492070327
Goldhawk Road,Southgate,0,1347,874,22498.25290173144
Goldhawk Road,Southwark,8,1347,10326,10249.497456749383
Goldhawk Road,St. James's Park,6,1347,13339,8181.961160965212
Goldhawk Road,St. John's Wood,9,1347,3982,8854.03741143981
Goldhawk Road,Stanmore,0,1347,983,24791.86210518024
Goldhawk Road,Stepney Green,0,1347,1879,15671.014076887275
Goldhawk Road,Stockwell,0,1347,1623,11136.717678366542
Goldhawk Road,Stratford,1,1347,55954,19187.1522340027
Goldhawk Road,Sudbury Hill,0,1347,277,13632.790116214539
Goldhawk Road,Sudbury Town,0,1347,218,12015.733500920102
Goldhawk Road,Swiss Cottage,5,1347,2598,9823.977704244784
Goldhawk Road,Temple,1,1347,6780,10214.691736489114
Goldhawk Road,Tottenham Court Road,0,1347,19126,9363.000301805176
Goldhawk Road,Tottenham Hale,1,1347,3239,17850.25285717224
Goldhawk Road,Totteridge & Whetstone,0,1347,287,23844.585900016253
Goldhawk Road,Tower Hill,7,1347,8286,12975.755414344438
Goldhawk Road,Turnham Green,0,1347,1515,3159.7460519941415
Goldhawk Road,Turnpike Lane,1,1347,992,16728.598284933207
Goldhawk Road,Upton Park,0,1347,1642,21797.14820908055
Goldhawk Road,Vauxhall,1,1347,16242,9629.861968857213
Goldhawk Road,Victoria,2,1347,33251,7404.655564646288
Goldhawk Road,Walthamstow Central,1,1347,5271,20823.522331755135
Goldhawk Road,Warren Street,0,1347,17309,9638.41244258458
Goldhawk Road,Warwick Avenue,0,1347,1174,5824.26161402542
Goldhawk Road,Waterloo,5,1347,23466,9593.070527232783
Goldhawk Road,Wembley Park,6,1347,5759,17516.118493322454
Goldhawk Road,West Ham,0,1347,5487,19546.234072090603
Goldhawk Road,West Hampstead,2,1347,5856,11005.479090543919
Goldhawk Road,West Kensington,3,1347,1345,2463.0975662774435
Goldhawk Road,Westbourne Park,29,1347,1347,2984.9349154443316
Goldhawk Road,Westminster,3,1347,15466,8742.710500871986
Goldhawk Road,Whitechapel,6,1347,17633,14590.849893392755
Goldhawk Road,Willesden Green,0,1347,830,13206.158627648372
Goldhawk Road,Wimbledon,6,1347,6295,12316.186955275049
Goldhawk Road,Wimbledon Park,0,1347,596,10660.274690685761
Goldhawk Road,Wood Green,3,1347,2146,17659.423910336373
Goldhawk Road,Wood Lane,11,1347,1578,965.5523777319479
Goldhawk Road,Woodside Park,0,1347,745,22367.484203265478
Goodge Street,Acton Town,0,366,2202,13484.17222490604
Goodge Street,Aldgate,0,366,7782,5388.611018125754
Goodge Street,Aldgate East,0,366,7932,5630.658205413769
Goodge Street,Alperton,0,366,741,18457.260168438122
Goodge Street,Angel,3,366,8103,3122.46260552148
Goodge Street,Archway,8,366,2193,5488.475784025945
Goodge Street,Arnos Grove,0,366,748,13259.882538137022
Goodge Street,Arsenal,0,366,315,5258.85082905485
Goodge Street,Baker Street,1,366,14973,3292.3653532902945
Goodge Street,Balham,2,366,3814,10781.639653003247
Goodge Street,Bank and Monument,10,366,78549,3951.6937777474636
Goodge Street,Barbican,0,366,9134,4261.052266090441
Goodge Street,Barking,1,366,7004,17522.831343520516
Goodge Street,Barkingside,0,366,262,23080.735630154053
Goodge Street,Barons Court,2,366,2956,8213.641198884638
Goodge Street,Bayswater,0,366,615,6221.674453890442
Goodge Street,Becontree,0,366,456,20817.283729217706
Goodge Street,Belsize Park,5,366,2255,4484.251107707965
Goodge Street,Bermondsey,0,366,3172,6644.849262992648
Goodge Street,Bethnal Green,0,366,4660,7200.417607951868
Goodge Street,Blackfriars,4,366,10849,3579.4531798269686
Goodge Street,Blackhorse Road,0,366,2955,12005.236811071472
Goodge Street,Bond Street,1,366,20967,2073.1152409205038
Goodge Street,Borough,1,366,3254,5071.616591832421
Goodge Street,Boston Manor,0,366,892,16995.908874860863
Goodge Street,Bounds Green,0,366,778,11905.640047760782
Goodge Street,Bow Road,0,366,1193,9328.361000880295
Goodge Street,Brent Cross,0,366,450,9563.069222300548
Goodge Street,Brixton,2,366,5084,8348.364990600108
Goodge Street,Bromley-by-Bow,0,366,1613,10337.130910242162
Goodge Street,Buckhurst Hill,0,366,228,22306.37983390461
Goodge Street,Burnt Oak,2,366,649,14155.611993451379
Goodge Street,Caledonian Road,0,366,1803,3976.8442501921636
Goodge Street,Camden Town,10,366,6348,2452.373021213677
Goodge Street,Canada Water,2,366,20443,7634.366183553151
Goodge Street,Canary Wharf,16,366,58772,9339.116205542465
Goodge Street,Canning Town,3,366,15428,11386.913688484401
Goodge Street,Cannon Street,3,366,4698,4281.006493841415
Goodge Street,Chalk Farm,1,366,1329,3446.1501682203607
Goodge Street,Chancery Lane,1,366,15391,2007.01773993372
Goodge Street,Charing Cross,26,366,7016,1692.4875574035432
Goodge Street,Chiswick Park,0,366,1517,12212.002982578015
Goodge Street,Clapham Common,3,366,2020,8356.686819452114
Goodge Street,Clapham North,0,366,1238,7713.929328073483
Goodge Street,Clapham South,0,366,1513,9609.005052186936
Goodge Street,Cockfosters,0,366,262,18448.654325267136
Goodge Street,Colindale,1,366,2081,12849.189943757696
Goodge Street,Colliers Wood,0,366,865,14112.186200745786
Goodge Street,Covent Garden,0,366,4355,1595.9440396418718
Goodge Street,Dagenham East,0,366,649,23524.71229533438
Goodge Street,Dagenham Heathway,0,366,1108,22245.484506284804
Goodge Street,Debden,0,366,865,26193.971326947252
Goodge Street,Dollis Hill,0,366,847,11029.526044220216
Goodge Street,Ealing Broadway,1,366,4846,14949.64096409464
Goodge Street,Ealing Common,0,366,915,14510.7950540438
Goodge Street,Earl's Court,1,366,6613,6708.843133523529
Goodge Street,East Acton,0,366,1505,10340.724706189221
Goodge Street,East Finchley,3,366,1253,8827.701238451313
Goodge Street,East Ham,0,366,2062,15100.536416487372
Goodge Street,East Putney,0,366,1877,10974.36047270934
Goodge Street,Edgware,0,366,772,15673.741672315024
Goodge Street,Edgware Road,0,366,6868,4327.205720754824
Goodge Street,Elephant & Castle,6,366,6427,4371.656048430595
Goodge Street,Elm Park,0,366,269,25820.500651717495
Goodge Street,Embankment,7,366,10220,2032.818377862455
Goodge Street,Epping,0,366,498,32141.56617249087
Goodge Street,Euston,6,366,16800,1078.7742110395684
Goodge Street,Fairlop,0,366,182,24249.465466166035
Goodge Street,Farringdon,0,366,25592,3800.1423223488237
Goodge Street,Finchley Central,2,366,1921,11198.257783727975
Goodge Street,Finchley Road,0,366,3417,6827.002600605056
Goodge Street,Finsbury Park,1,366,6769,6031.603522282966
Goodge Street,Fulham Broadway,0,366,4200,8218.994201694337
Goodge Street,Gants Hill,0,366,601,19592.424087593907
Goodge Street,Gloucester Road,1,366,5194,5798.721919674443
Goodge Street,Golders Green,1,366,1871,8047.980118981565
Goodge Street,Green Park,1,366,26754,2382.7302331346095
Goodge Street,Greenford,0,366,1157,17801.857707185216
Goodge Street,Gunnersbury,1,366,4775,12808.947999470043
Goodge Street,Hainault,0,366,356,25128.14903230946
Goodge Street,Hammersmith,2,366,18250,9107.473284805365
Goodge Street,Hampstead,2,366,2010,5662.254211800149
Goodge Street,Hanger Lane,0,366,1493,13975.537371198938
Goodge Street,Harlesden,0,366,1668,10832.185672859856
Goodge Street,Harrow & Wealdstone,0,366,1335,19496.775756226765
Goodge Street,Harrow-on-the-Hill,0,366,3019,18549.377350511462
Goodge Street,Hatton Cross,0,366,1219,25552.45957522954
Goodge Street,Heathrow Terminal 4,0,366,693,27428.79226886842
Goodge Street,Heathrow Terminal 5,1,366,975,30420.488996657183
Goodge Street,Heathrow Terminals 2 & 3,2,366,2406,27965.2105210208
Goodge Street,Hendon Central,0,366,1878,10696.676564774569
Goodge Street,High Barnet,1,366,953,17451.255276679207
Goodge Street,High Street Kensington,1,366,5427,6432.271747784775
Goodge Street,Highbury & Islington,2,366,25385,4523.996894447948
Goodge Street,Highgate,1,366,856,7078.680580241244
Goodge Street,Holborn,2,366,22346,1441.5340275569624
Goodge Street,Holland Park,0,366,2063,6171.359675760192
Goodge Street,Holloway Road,0,366,1696,4592.1416931703225
Goodge Street,Hornchurch,0,366,451,27364.827863406535
Goodge Street,Hounslow Central,0,366,708,21269.90222198616
Goodge Street,Hounslow East,0,366,843,20524.217838565244
Goodge Street,Hounslow West,0,366,401,22748.9859139826
Goodge Street,Hyde Park Corner,1,366,2410,3162.619533401437
Goodge Street,Kennington,1,366,1161,4562.445226558755
Goodge Street,Kensal Green,0,366,472,8335.703593855524
Goodge Street,Kentish Town,5,366,3404,3730.338663982682
Goodge Street,Kew Gardens,0,366,792,14589.228918418037
Goodge Street,Kilburn,0,366,1953,8598.358732590226
Goodge Street,Kilburn Park,0,366,823,7687.857030303893
Goodge Street,King's Cross St. Pancras,4,366,33330,1942.143884791063
Goodge Street,Knightsbridge,2,366,6821,3746.5731217013454
Goodge Street,Lambeth North,0,366,1319,3375.935766126984
Goodge Street,Lancaster Gate,0,366,1820,3975.1536604489415
Goodge Street,Leicester Square,10,366,8847,1230.4127405595973
Goodge Street,Leyton,0,366,1447,13623.000657902716
Goodge Street,Leytonstone,0,366,1844,15286.844218194195
Goodge Street,Liverpool Street,5,366,61122,4793.1964614973995
Goodge Street,London Bridge,12,366,29930,4557.0227245704755
Goodge Street,Loughton,0,366,655,24141.85423703211
Goodge Street,Maida Vale,0,366,949,6836.075507376126
Goodge Street,Manor House,0,366,1311,7147.717149503373
Goodge Street,Mansion House,1,366,7815,4239.717475950107
Goodge Street,Marble Arch,1,366,6145,2756.551475688497
Goodge Street,Marylebone,0,366,4250,3830.6636790844614
Goodge Street,Mile End,0,366,3759,8703.42883498434
Goodge Street,Mill Hill East,4,366,681,12720.46022627859
Goodge Street,Moorgate,2,366,24574,4728.523239177249
Goodge Street,Morden,1,366,1447,16723.900647297654
Goodge Street,Mornington Crescent,8,366,2927,1862.1628083977644
Goodge Street,Neasden,0,366,732,11815.10905797493
Goodge Street,Newbury Park,0,366,559,21950.181208497903
Goodge Street,North Acton,1,366,3168,11521.24402253153
Goodge Street,North Greenwich,4,366,6276,11168.899496572047
Goodge Street,North Wembley,0,366,365,15393.389358974819
Goodge Street,Northfields,0,366,864,16065.056729616872
Goodge Street,Northolt,0,366,663,19620.3239675324
Goodge Street,Notting Hill Gate,1,366,5490,5471.626212790645
Goodge Street,Oakwood,0,366,423,17104.675978866555
Goodge Street,Old Street,11,366,15897,4643.117365810838
Goodge Street,Osterley,1,366,521,19556.723166122007
Goodge Street,Oval,9,366,2544,5477.602910897272
Goodge Street,Oxford Circus,2,366,44368,1518.7746756301594
Goodge Street,Paddington,0,366,20198,5115.836997600603
Goodge Street,Parsons Green,0,366,2711,8921.33253312241
Goodge Street,Perivale,0,366,532,16205.422586000805
Goodge Street,Piccadilly Circus,2,366,13641,1605.104146329412
Goodge Street,Pimlico,0,366,5585,4992.20819284008
Goodge Street,Plaistow,0,366,1049,12479.211946475007
Goodge Street,Preston Road,0,366,411,15513.111693864732
Goodge Street,Putney Bridge,1,366,2494,9915.794882438877
Goodge Street,Queen's Park,0,366,2167,6951.077932786007
Goodge Street,Queensway,0,366,1882,4833.303281910615
Goodge Street,Ravenscourt Park,0,366,1895,9947.576203059843
Goodge Street,Redbridge,0,366,198,18134.68032596688
Goodge Street,Richmond,0,366,5397,16757.39218249767
Goodge Street,Russell Square,0,366,5172,2147.9683427711425
Goodge Street,Seven Sisters,3,366,10191,9437.491912311878
Goodge Street,Shepherd's Bush,1,366,9890,7083.039097045346
Goodge Street,Sloane Square,3,366,8229,4758.0890551655375
Goodge Street,Snaresbrook,0,366,512,16944.994835701193
Goodge Street,South Ealing,0,366,670,15612.111438940034
Goodge Street,South Harrow,0,366,387,22960.91518341194
Goodge Street,South Kensington,11,366,15325,5047.388440234473
Goodge Street,South Wimbledon,0,366,1361,15190.654336739739
Goodge Street,South Woodford,0,366,766,18260.81557176921
Goodge Street,Southfields,0,366,1351,12605.24856769985
Goodge Street,Southgate,0,366,874,15239.031124750349
Goodge Street,Southwark,4,366,10326,3458.673639467973
Goodge Street,St. James's Park,5,366,13339,3347.332261409587
Goodge Street,St. John's Wood,0,366,3982,5431.295446218714
Goodge Street,St. Paul's,3,366,13446,3102.168936865686
Goodge Street,Stamford Brook,0,366,784,10656.86575722952
Goodge Street,Stepney Green,0,366,1879,7674.1564577136205
Goodge Street,Stockwell,1,366,1623,6761.627449298327
Goodge Street,Stonebridge Park,0,366,729,12327.134449525887
Goodge Street,Stratford,2,366,55954,11491.657731978477
Goodge Street,Sudbury Hill,0,366,277,21734.674065774787
Goodge Street,Sudbury Town,0,366,218,20117.61745048035
Goodge Street,Swiss Cottage,0,366,2598,6401.235739023688
Goodge Street,Temple,2,366,6780,2827.412380423717
Goodge Street,Theydon Bois,0,366,98,29516.082484978542
Goodge Street,Tooting Bec,0,366,1239,11756.805074613845
Goodge Street,Tooting Broadway,4,366,4506,12831.766516959264
Goodge Street,Tottenham Court Road,2,366,19126,644.4723699965107
Goodge Street,Tottenham Hale,3,366,3239,10591.031080191146
Goodge Street,Totteridge & Whetstone,0,366,287,14858.624775532167
Goodge Street,Tower Hill,8,366,8286,4791.424221002191
Goodge Street,Tufnell Park,2,366,557,4494.939672139445
Goodge Street,Turnham Green,0,366,1515,11261.630001554391
Goodge Street,Turnpike Lane,0,366,992,9469.376507952113
Goodge Street,Upminster,0,366,1132,29902.539977404027
Goodge Street,Upminster Bridge,0,366,568,28591.757343622976
Goodge Street,Upney,0,366,485,18890.126825069874
Goodge Street,Upton Park,0,366,1642,13800.290589906896
Goodge Street,Vauxhall,0,366,16242,5817.536446147615
Goodge Street,Victoria,7,366,33251,3592.3300419366897
Goodge Street,Walthamstow Central,2,366,5271,13564.300554774041
