station_origin,station_destination,flows,population,jobs,distance
Abbey Road,Bank and Monument,0,599,78549,8131.525096865614
Abbey Road,Beckton,1,599,442,8510.121773990813
Abbey Road,Blackwall,3,599,665,3775.4488720769086
Abbey Road,Canary Wharf,1,599,58772,5086.514219664218
Abbey Road,Canning Town,37,599,15428,2228.923167329479
Abbey Road,Crossharbour,1,599,1208,6686.4755599490945
Abbey Road,Custom House,0,599,845,3824.8556298935837
Abbey Road,Cutty Sark,2,599,1748,8503.898908950134
Abbey Road,Cyprus,7,599,850,6532.099617537561
Abbey Road,Devons Road,1,599,611,3958.3241708373375
Abbey Road,East India,2,599,1522,3384.1416664747035
Abbey Road,Island Gardens,2,599,691,7706.296370375743
Abbey Road,King George V,5,599,800,6806.021039114694
Abbey Road,Langdon Park,8,599,1989,4810.672967127567
Abbey Road,Lewisham,0,599,2400,11213.451493924063
Abbey Road,Limehouse,2,599,2969,6154.537881349866
Abbey Road,London City Airport,4,599,1941,5777.444147788332
Abbey Road,Pontoon Dock,8,599,1123,4636.094118126441
Abbey Road,Poplar,0,599,1301,4498.407429529027
Abbey Road,Prince Regent,1,599,754,4349.342508702723
Abbey Road,Royal Albert,4,599,684,5237.76299118112
Abbey Road,Shadwell,1,599,7447,6583.570466259407
Abbey Road,South Quay,7,599,4591,6089.728056126759
Abbey Road,Star Lane,7,599,1052,1397.4940849962354
Abbey Road,Stratford,285,599,55954,1174.5113748307454
Abbey Road,Stratford High Street,10,599,788,655.2113012868256
Abbey Road,Stratford International,33,599,1546,2495.5794919443406
Abbey Road,West Ham,130,599,5487,533.8424216961312
Abbey Road,West Silvertown,2,599,893,3880.0482282542043
Abbey Road,Westferry,3,599,1250,5180.920874269913
Abbey Road,Woolwich Arsenal,32,599,4428,9235.296782443573
Acton Central,Barking,0,1224,7004,28856.336866212507
Acton Central,Blackhorse Road,0,1224,2955,19050.02049442779
Acton Central,Brondesbury,76,1224,712,6439.433521446914
Acton Central,Brondesbury Park,31,1224,895,5697.244849605368
Acton Central,Bushey,0,1224,456,20277.673720341558
Acton Central,Caledonian Road & Barnsbury,22,1224,1668,14032.398697329561
Acton Central,Camden Road,52,1224,3784,12267.820406842297
Acton Central,Canada Water,0,1224,20443,19290.442030281756
Acton Central,Canonbury,3,1224,846,15827.108490467841
Acton Central,Carpenders Park,0,1224,340,18314.695254809114
Acton Central,Crouch Hill,2,1224,404,13393.5376778868
Acton Central,Dalston Kingsland,5,1224,2091,17008.286831420875
Acton Central,Denmark Hill,0,1224,2612,19358.214182795586
Acton Central,Edmonton Green,0,1224,783,24977.431563699887
Acton Central,Euston,17,1224,16800,11674.643891538994
Acton Central,Finchley Road & Frognal,52,1224,1529,7919.322286437597
Acton Central,Gospel Oak,18,1224,2025,10278.416034955415
Acton Central,Gunnersbury,102,1224,4775,2169.366650027634
Acton Central,Hackney Central,10,1224,2440,18298.04307541881
Acton Central,Hackney Wick,5,1224,1263,20677.009005591728
Acton Central,Haggerston,2,1224,1184,17998.985432122805
Acton Central,Hampstead Heath,59,1224,2792,9339.855433985205
Acton Central,Harlesden,0,1224,1668,4209.698812985941
Acton Central,Harringay Green Lanes,3,1224,544,14900.115477833286
Acton Central,Harrow & Wealdstone,3,1224,1335,12874.288896352851
Acton Central,Hatch End,0,1224,93,15871.352957892012
Acton Central,Headstone Lane,4,1224,310,14725.203116067554
Acton Central,Highams Park,0,1224,390,24555.919547082056
Acton Central,Highbury & Islington,49,1224,25385,14845.99872236761
Acton Central,Homerton,3,1224,1998,19333.65862253101
Acton Central,Hoxton,4,1224,2181,18833.564070085624
Acton Central,Kensal Green,0,1224,472,4417.7145087230365
Acton Central,Kensal Rise,39,1224,1376,4694.709416034477
Acton Central,Kentish Town West,54,1224,1128,11369.575462244433
Acton Central,Kenton,2,1224,768,11093.616900471527
Acton Central,Kew Gardens,18,1224,792,3949.647568975628
Acton Central,Kilburn High Road,0,1224,266,6866.843318867812
Acton Central,Leyton Midland Road,0,1224,445,22254.741580383703
Acton Central,Leytonstone High Road,0,1224,314,23468.838587292354
Acton Central,New Cross,1,1224,1027,22156.955782320394
Acton Central,New Cross Gate,0,1224,1340,21921.72684611757
Acton Central,North Wembley,0,1224,365,8770.902499100903
Acton Central,Queen's Park,0,1224,2167,5802.340169792554
Acton Central,Richmond,318,1224,5397,6117.810833055264
Acton Central,Shadwell,0,1224,7447,18658.141237985637
Acton Central,Shoreditch High Street,4,1224,7558,19123.319244376828
Acton Central,South Acton,7,1224,975,1152.527270439764
Acton Central,South Hampstead,3,1224,236,7843.198707340484
Acton Central,South Kenton,0,1224,261,9706.647669187756
Acton Central,South Tottenham,0,1224,552,16758.880573662394
Acton Central,Stonebridge Park,0,1224,729,5704.647589651972
Acton Central,Stratford,11,1224,55954,22249.93228494127
Acton Central,Surrey Quays,0,1224,1005,19839.958261240707
Acton Central,Upper Holloway,4,1224,898,12178.641337318795
Acton Central,Watford High Street,3,1224,790,21591.923984569476
Acton Central,Watford Junction,5,1224,1367,22997.961516149047
Acton Central,Wembley Central,1,1224,1327,7422.746056620432
Acton Central,West Hampstead,141,1224,5856,7288.664756826906
Acton Central,White Hart Lane,0,1224,641,22579.05552852124
Acton Central,Whitechapel,1,1224,17633,17927.497796911088
Acton Central,Willesden Junction,90,1224,4165,3065.4656213523226
Acton Central,Woodgrange Park,0,1224,242,26708.916687359953
Acton Town,Aldgate,3,3745,7782,16944.051816323565
Acton Town,Aldgate East,17,3745,7932,17186.099003611576
Acton Town,Alperton,35,3745,741,4973.087943532082
Acton Town,Amersham,0,3745,256,37455.59219236812
Acton Town,Angel,11,3745,8103,15763.972657848364
Acton Town,Archway,1,3745,2193,18217.62568831363
Acton Town,Arnos Grove,1,3745,748,25901.392590463904
Acton Town,Arsenal,0,3745,315,17900.360881381734
Acton Town,Baker Street,19,3745,14973,12097.395593857182
Acton Town,Balham,0,3745,3814,18527.839486927027
Acton Town,Bank and Monument,66,3745,78549,15507.134575945272
Acton Town,Barbican,9,3745,9134,16902.562318417324
Acton Town,Barking,1,3745,7004,29078.272141718327
Acton Town,Barkingside,0,3745,262,34636.176428351864
Acton Town,Barons Court,84,3745,2956,5270.5310260214055
Acton Town,Bayswater,3,3745,615,9786.882978658266
Acton Town,Becontree,0,3745,456,32372.724527415518
Acton Town,Belsize Park,0,3745,2255,17213.40101199565
Acton Town,Bermondsey,6,3745,3172,16806.78268512962
Acton Town,Bethnal Green,2,3745,4660,18755.858406149677
Acton Town,Blackfriars,39,3745,10849,14337.84214074793
Acton Town,Blackhorse Road,0,3745,2955,24646.746863398355
Acton Town,Bond Street,27,3745,20967,12250.354304931878
Acton Town,Borough,1,3745,3254,15233.550013969392
Acton Town,Boston Manor,62,3745,892,3511.7366499548216
Acton Town,Bounds Green,1,3745,778,24547.150100087663
Acton Town,Bow Road,1,3745,1193,20883.801799078105
Acton Town,Brixton,16,3745,5084,16094.564824523888
Acton Town,Bromley-by-Bow,2,3745,1613,21892.571708439973
Acton Town,Burnt Oak,0,3745,649,26884.761897739063
Acton Town,Caledonian Road,2,3745,1803,16618.35430251905
Acton Town,Camden Town,3,3745,6348,15181.522925501364
Acton Town,Canada Water,11,3745,20443,17796.29960569012
Acton Town,Canary Wharf,57,3745,58772,20398.16588218329
Acton Town,Canning Town,3,3745,15428,22942.35448668221
Acton Town,Cannon Street,18,3745,4698,15246.285143021916
Acton Town,Canons Park,0,3745,526,24459.58029082563
Acton Town,Chalfont & Latimer,0,3745,554,34069.932045011694
Acton Town,Chalk Farm,0,3745,1329,16175.300072508047
Acton Town,Chancery Lane,20,3745,15391,13817.715067127612
Acton Town,Charing Cross,5,3745,7016,12450.876518324505
Acton Town,Chiswick Park,20,3745,1517,1274.9448068885831
Acton Town,Chorleywood,1,3745,702,30557.078753553953
Acton Town,Clapham Common,3,3745,2020,16102.886653375892
Acton Town,Clapham North,1,3745,1238,15460.129161997262
Acton Town,Clapham South,2,3745,1513,17355.204886110714
Acton Town,Cockfosters,0,3745,262,31090.164377594017
Acton Town,Colindale,0,3745,2081,25578.33984804538
Acton Town,Colliers Wood,0,3745,865,21858.386034669566
Acton Town,Covent Garden,44,3745,4355,12619.29078342872
Acton Town,Croxley,0,3745,340,26518.656703399873
Acton Town,Dagenham East,0,3745,649,35080.153093532186
Acton Town,Dagenham Heathway,0,3745,1108,33800.92530448261
Acton Town,Dollis Hill,0,3745,847,16674.680547019234
Acton Town,Ealing Broadway,107,3745,4846,2591.9199120920566
Acton Town,Ealing Common,13,3745,915,1026.6228291377595
Acton Town,Earl's Court,129,3745,6613,6775.329091382514
Acton Town,East Acton,2,3745,1505,7200.836169997477
Acton Town,East Finchley,0,3745,1253,21556.851142738997
Acton Town,East Ham,1,3745,2062,26655.977214685183
Acton Town,East Putney,13,3745,1877,11040.846430568326
Acton Town,Eastcote,2,3745,364,13360.878583956572
Acton Town,Edgware,1,3745,772,28402.891576602706
Acton Town,Edgware Road,12,3745,6868,11062.555226392653
Acton Town,Elephant & Castle,20,3745,6427,14533.589470567566
Acton Town,Embankment,16,3745,10220,12791.207338783417
Acton Town,Euston,14,3745,16800,13807.924115327254
Acton Town,Euston Square,3,3745,8093,13544.175257422816
Acton Town,Farringdon,19,3745,25592,16441.65237467571
Acton Town,Finchley Central,1,3745,1921,23927.407688015657
Acton Town,Finchley Road,0,3745,3417,13983.626152839613
Acton Town,Finsbury Park,7,3745,6769,18673.113574609848
Acton Town,Fulham Broadway,41,3745,4200,8285.480159553323
Acton Town,Gants Hill,0,3745,601,31147.864885791718
Acton Town,Gloucester Road,62,3745,5194,7685.4503052316
Acton Town,Golders Green,1,3745,1871,20777.13002326925
Acton Town,Goldhawk Road,0,3745,370,5382.2882753457925
Acton Town,Goodge Street,14,3745,6457,13484.172224906042
Acton Town,Great Portland Street,10,3745,6936,12924.215039163317
Acton Town,Green Park,79,3745,26754,11101.441991771433
Acton Town,Greenford,2,3745,1157,12300.930538308856
Acton Town,Gunnersbury,0,3745,4775,3769.8602212673027
Acton Town,Hammersmith,391,3745,18250,4376.698940100678
Acton Town,Hampstead,0,3745,2010,18391.404116087833
Acton Town,Harrow-on-the-Hill,6,3745,3019,14147.505332803396
Acton Town,Hatton Cross,62,3745,1219,12068.287350323502
Acton Town,Heathrow Terminal 4,10,3745,693,13944.620043962384
Acton Town,Heathrow Terminal 5,18,3745,975,16936.316771751146
Acton Town,Heathrow Terminals 2 & 3,44,3745,2406,14481.038296114762
Acton Town,Hendon Central,0,3745,1878,23425.826469062253
Acton Town,High Street Kensington,16,3745,5427,8076.189202564339
Acton Town,Highbury & Islington,4,3745,25385,17165.506946774833
Acton Town,Highgate,1,3745,856,19807.830484528928
Acton Town,Hillingdon,0,3745,318,18076.095793951576
Acton Town,Holborn,117,3745,22346,13252.231354750855
Acton Town,Holland Park,0,3745,2063,9736.568200528016
Acton Town,Holloway Road,7,3745,1696,17233.651745497205
Acton Town,Hounslow Central,42,3745,708,7785.729997080123
Acton Town,Hounslow East,55,3745,843,7040.045613659205
Acton Town,Hounslow West,20,3745,401,9264.813689076562
Acton Town,Hyde Park Corner,34,3745,2410,10321.552691504607
Acton Town,Ickenham,0,3745,282,16951.65859874868
Acton Town,Kennington,2,3745,1161,14724.378648695727
Acton Town,Kentish Town,1,3745,3404,16459.488568270368
Acton Town,Kew Gardens,4,3745,792,5550.141140215297
Acton Town,Kilburn,0,3745,1953,14243.513235389246
Acton Town,King's Cross St. Pancras,64,3745,33330,14583.653937117948
Acton Town,Kingsbury,0,3745,1018,21520.277713264837
Acton Town,Knightsbridge,64,3745,6821,9737.599103204699
Acton Town,Ladbroke Grove,9,3745,2131,7561.283263357392
Acton Town,Lambeth North,6,3745,1319,13537.869188263956
Acton Town,Lancaster Gate,1,3745,1820,10533.30728990017
Acton Town,Latimer Road,6,3745,1109,6901.702728517851
Acton Town,Leicester Square,52,3745,8847,12253.759484346445
Acton Town,Leyton,0,3745,1447,25178.441456100525
Acton Town,Leytonstone,0,3745,1844,26842.285016392005
Acton Town,Liverpool Street,55,3745,61122,16348.637259695208
Acton Town,London Bridge,39,3745,29930,14718.956146707447
Acton Town,Manor House,1,3745,1311,19789.227201830254
Acton Town,Mansion House,41,3745,7815,14998.106436871069
Acton Town,Marble Arch,1,3745,6145,11751.909474660615
Acton Town,Marylebone,1,3745,4250,11665.438569278898
Acton Town,Mile End,3,3745,3759,20258.86963318215
Acton Town,Mill Hill East,2,3745,681,25449.610130566274
Acton Town,Moorgate,14,3745,24574,16283.964037375057
Acton Town,Morden,0,3745,1447,24470.100481221434
Acton Town,Mornington Crescent,5,3745,2927,14591.31271268545
Acton Town,Newbury Park,0,3745,559,33505.62200669572
Acton Town,North Acton,3,3745,3168,6020.3168536551675
Acton Town,North Ealing,20,3745,332,1951.0312832720176
Acton Town,North Greenwich,13,3745,6276,22227.949173212874
Acton Town,Northfields,30,3745,864,2580.884504710831
Acton Town,Northolt,1,3745,663,14119.396798656042
Acton Town,Northwick Park,3,3745,1713,15450.63719022813
Acton Town,Northwood,2,3745,1018,21390.20694258544
Acton Town,Northwood Hills,1,3745,488,19803.53805787226
Acton Town,Notting Hill Gate,7,3745,5490,9036.834737558469
Acton Town,Oakwood,0,3745,423,29746.186031193436
Acton Town,Old Street,28,3745,15897,17137.48375612004
Acton Town,Osterley,22,3745,521,6072.550941215966
Acton Town,Oval,1,3745,2544,15639.536333034244
Acton Town,Oxford Circus,38,3745,44368,12112.008467028994
Acton Town,Paddington,31,3745,20198,10273.923949546874
Acton Town,Park Royal,39,3745,1552,3050.6897339004076
Acton Town,Parsons Green,29,3745,2711,8987.818490981395
Acton Town,Perivale,1,3745,532,10704.495417124443
Acton Town,Piccadilly Circus,85,3745,13641,11879.06807857663
Acton Town,Pimlico,10,3745,5585,12175.643320405243
Acton Town,Pinner,0,3745,292,17644.8894661762
Acton Town,Plaistow,2,3745,1049,24034.652744672818
Acton Town,Preston Road,0,3745,411,17183.770989450124
Acton Town,Putney Bridge,21,3745,2494,9982.280840297863
Acton Town,Queensbury,0,3745,439,22766.27294762849
Acton Town,Ravenscourt Park,43,3745,1895,3542.120987801038
Acton Town,Rayners Lane,4,3745,426,11541.524206038759
Acton Town,Redbridge,0,3745,198,29690.121124164692
Acton Town,Regent's Park,10,3745,3364,12892.93564349207
Acton Town,Richmond,33,3745,5397,7718.304404294933
Acton Town,Rickmansworth,0,3745,937,27005.725512990095
Acton Town,Royal Oak,9,3745,856,9336.627436833294
Acton Town,Ruislip,1,3745,257,15166.00361640041
Acton Town,Ruislip Manor,0,3745,408,14487.11763616179
Acton Town,Russell Square,44,3745,5172,13958.665669965036
Acton Town,Seven Sisters,6,3745,10191,22079.00196463876
Acton Town,Shepherd's Bush,0,3745,9890,9320.750405847171
Acton Town,Shepherd's Bush Market,1,3745,416,5821.577697833251
Acton Town,Sloane Square,34,3745,8229,9610.006156273004
Acton Town,South Ealing,21,3745,670,2127.9392140339933
Acton Town,South Harrow,12,3745,387,9735.967499902916
Acton Town,South Kensington,131,3745,15325,8436.78378467157
Acton Town,South Ruislip,0,3745,289,16443.387319366484
Acton Town,South Woodford,0,3745,766,29816.25636996702
Acton Town,Southfields,15,3745,1351,12671.734525558835
Acton Town,Southgate,1,3745,874,27880.54117707723
Acton Town,Southwark,32,3745,10326,13620.607061604946
Acton Town,St. James's Park,64,3745,13339,11553.070765820776
Acton Town,St. John's Wood,2,3745,3982,14236.325686785602
Acton Town,St. Paul's,27,3745,13446,14912.86626405958
Acton Town,Stamford Brook,13,3745,784,2832.831433631362
Acton Town,Stepney Green,2,3745,1879,19229.59725591143
Acton Town,Stockwell,2,3745,1623,14507.827283222106
Acton Town,Stratford,10,3745,55954,23047.098530176285
Acton Town,Sudbury Hill,15,3745,277,8250.501840868747
Acton Town,Sudbury Town,13,3745,218,6633.44522557431
Acton Town,Swiss Cottage,3,3745,2598,14628.978897064866
Acton Town,Temple,15,3745,6780,13585.801341344679
Acton Town,Tooting Bec,1,3745,1239,19503.004908537623
Acton Town,Tooting Broadway,3,3745,4506,20577.96635088304
Acton Town,Tottenham Court Road,10,3745,19126,12839.699854909531
Acton Town,Tottenham Hale,4,3745,3239,23232.54113251803
Acton Town,Totteridge & Whetstone,1,3745,287,27587.77467981985
Acton Town,Tower Hill,28,3745,8286,16346.8650192
Acton Town,Tufnell Park,1,3745,557,17224.08957642713
Acton Town,Turnham Green,20,3745,1515,2222.54222335165
Acton Town,Turnpike Lane,3,3745,992,22110.886560278996
Acton Town,Upminster,0,3745,1132,41457.980775601834
Acton Town,Upney,0,3745,485,30445.567623267685
Acton Town,Upton Park,0,3745,1642,25355.731388104705
Acton Town,Uxbridge,41,3745,4316,20220.49092132402
Acton Town,Vauxhall,21,3745,16242,13000.971573712777
Acton Town,Victoria,53,3745,33251,10775.765169501852
Acton Town,Walthamstow Central,1,3745,5271,26205.810607100924
Acton Town,Warren Street,25,3745,17309,13261.722913442049
Acton Town,Waterloo,32,3745,23466,12964.180132088346
Acton Town,Watford,1,3745,961,28573.535228059554
Acton Town,Wembley Park,1,3745,5759,18603.506155213498
Acton Town,West Acton,3,3745,488,4208.822078912639
Acton Town,West Brompton,17,3745,5859,7342.718283144666
Acton Town,West Ham,0,3745,5487,23104.817251114757
Acton Town,West Hampstead,1,3745,5856,13227.891628121844
Acton Town,West Harrow,0,3745,122,12905.636642449608
Acton Town,West Kensington,14,3745,1345,5834.207171133007
Acton Town,Westbourne Park,9,3745,1347,8367.223190790124
Acton Town,Westminster,33,3745,15466,12113.82010572755
Acton Town,White City,3,3745,5966,9158.02068588189
Acton Town,Whitechapel,10,3745,17633,18149.43307241691
Acton Town,Willesden Green,0,3745,830,15428.571165226298
Acton Town,Wimbledon,77,3745,6295,15687.296560130613
Acton Town,Wimbledon Park,3,3745,596,14031.384295541326
Acton Town,Wood Green,6,3745,2146,23041.71218568216
Acton Town,Wood Lane,9,3745,1578,6347.84065307774
Acton Town,Woodford,0,3745,706,31528.21128598004
Acton Town,Woodside Park,0,3745,745,26110.672983069075
Aldgate,Acton Town,0,2886,2202,16944.05181632356
Aldgate,Aldgate East,0,2886,7932,1436.42078153514
Aldgate,Amersham,0,2886,256,45233.725478191576
Aldgate,Angel,17,2886,8103,3530.346009684759
Aldgate,Archway,2,2886,2193,9455.439524882779
Aldgate,Arnos Grove,0,2886,748,15500.106931490867
Aldgate,Arsenal,2,2886,315,7499.075222408695
Aldgate,Baker Street,167,2886,14973,6668.626621405673
Aldgate,Balham,0,2886,3814,10718.142446657961
Aldgate,Bank and Monument,5,2886,78549,1436.9172403782902
Aldgate,Barbican,221,2886,9134,1863.459896845531
Aldgate,Barking,0,2886,7004,13328.593919641888
Aldgate,Barkingside,0,2886,262,18903.270701138183
Aldgate,Barons Court,0,2886,2956,11673.520790302158
Aldgate,Bayswater,1,2886,615,10321.340732023173
Aldgate,Belsize Park,1,2886,2255,8451.2148485648
Aldgate,Bermondsey,0,2886,3172,4411.472149946041
Aldgate,Bethnal Green,0,2886,4660,3129.3052285025574
Aldgate,Blackfriars,11,2886,10849,2674.672958746227
Aldgate,Blackhorse Road,2,2886,2955,12662.236023446609
Aldgate,Bond Street,13,2886,20967,6172.7815190532365
Aldgate,Borough,1,2886,3254,2838.2394787858143
Aldgate,Boston Manor,0,2886,892,20455.78846627838
Aldgate,Bounds Green,2,2886,778,14145.864441114627
Aldgate,Bow Road,0,2886,1193,5134.123577001665
Aldgate,Brent Cross,0,2886,450,13530.032963157382
Aldgate,Brixton,2,2886,5084,8284.867784254822
Aldgate,Buckhurst Hill,0,2886,228,18128.91490488874
Aldgate,Burnt Oak,0,2886,649,18122.575734308215
Aldgate,Caledonian Road,10,2886,1803,6217.068643546008
Aldgate,Camden Town,8,2886,6348,6419.336762070511
Aldgate,Canada Water,0,2886,20443,5238.687753450485
Aldgate,Canary Wharf,1,2886,58772,6564.419680230028
Aldgate,Canning Town,0,2886,15428,8612.217163171963
Aldgate,Cannon Street,4,2886,4698,1766.229956472242
Aldgate,Canons Park,2,2886,526,23325.71193182887
Aldgate,Chalfont & Latimer,1,2886,554,41848.06533083515
Aldgate,Chalk Farm,1,2886,1329,7413.113909077195
Aldgate,Chancery Lane,5,2886,15391,3381.5932781920337
Aldgate,Charing Cross,0,2886,7016,4561.638581169653
Aldgate,Chesham,0,2886,243,48164.00171909383
Aldgate,Chigwell,0,2886,148,19376.395057333044
Aldgate,Chorleywood,0,2886,702,38335.21203937741
Aldgate,Clapham Common,0,2886,2020,8293.189613106828
Aldgate,Clapham North,0,2886,1238,7650.432121728197
Aldgate,Clapham South,1,2886,1513,9545.50784584165
Aldgate,Cockfosters,1,2886,262,20688.87871862098
Aldgate,Colindale,4,2886,2081,16816.15368461453
Aldgate,Colliers Wood,0,2886,865,14048.6889944005
Aldgate,Covent Garden,2,2886,4355,4580.017561890925
Aldgate,Croxley,0,2886,340,34296.78998922332
Aldgate,Debden,0,2886,865,22016.50639793138
Aldgate,Dollis Hill,4,2886,847,14405.787312335595
Aldgate,Ealing Broadway,0,2886,4846,19049.307242227373
Aldgate,Ealing Common,0,2886,915,17970.67464546132
Aldgate,Earl's Court,2,2886,6613,10168.72272494105
Aldgate,East Acton,4,2886,1505,14440.390984321952
Aldgate,East Finchley,0,2886,1253,12794.664979308147
Aldgate,East Ham,0,2886,2062,10906.298992608743
Aldgate,East Putney,0,2886,1877,14434.240064126863
Aldgate,Eastcote,2,2886,364,26350.97412330929
Aldgate,Edgware,0,2886,772,19640.705413171858
Aldgate,Edgware Road,25,2886,6868,7703.466988870203
Aldgate,Elephant & Castle,1,2886,6427,3659.379630988633
Aldgate,Embankment,14,2886,10220,4221.307760710741
Aldgate,Epping,0,2886,498,27964.101243475
Aldgate,Euston,4,2886,16800,5045.737951896403
Aldgate,Euston Square,353,2886,8093,5221.84695784004
Aldgate,Fairlop,0,2886,182,20072.000537150165
Aldgate,Farringdon,677,2886,25592,2324.369840587148
Aldgate,Finchley Central,1,2886,1921,15165.22152458481
Aldgate,Finchley Road,30,2886,3417,10203.263868720434
Aldgate,Finsbury Park,8,2886,6769,8271.82791563681
Aldgate,Fulham Broadway,0,2886,4200,11678.87379311186
Aldgate,Gants Hill,0,2886,601,15414.959158578036
Aldgate,Gloucester Road,0,2886,5194,9258.601511091963
Aldgate,Golders Green,1,2886,1871,12014.9438598384
Aldgate,Goldhawk Road,0,2886,370,13383.733939917061
Aldgate,Goodge Street,0,2886,6457,5388.611018125754
Aldgate,Great Portland Street,228,2886,6936,5841.807176099538
Aldgate,Green Park,3,2886,26754,5911.073107722725
Aldgate,Greenford,0,2886,1157,21901.52398531795
Aldgate,Gunnersbury,0,2886,4775,16268.827590887564
Aldgate,Hainault,1,2886,356,20950.684103293588
Aldgate,Hammersmith,2,2886,18250,12567.352876222885
Aldgate,Hampstead,2,2886,2010,9629.217952656983
Aldgate,Hanger Lane,0,2886,1493,18075.20364933167
Aldgate,Harlesden,1,2886,1668,14799.149413716688
Aldgate,Harrow & Wealdstone,0,2886,1335,23463.739497083592
Aldgate,Harrow-on-the-Hill,22,2886,3019,21925.638618626843
Aldgate,Hatton Cross,0,2886,1219,29012.339166647056
Aldgate,Heathrow Terminal 4,0,2886,693,30888.671860285936
Aldgate,Heathrow Terminal 5,1,2886,975,33880.3685880747
Aldgate,Heathrow Terminals 2 & 3,3,2886,2406,31425.090112438316
Aldgate,Hendon Central,2,2886,1878,14663.640305631403
Aldgate,High Barnet,0,2886,953,21418.219017536037
Aldgate,High Street Kensington,18,2886,5427,10263.720297316127
Aldgate,Highbury & Islington,1,2886,25385,6764.221287801793
Aldgate,Highgate,1,2886,856,11045.644321098078
Aldgate,Hillingdon,1,2886,318,31066.191333304298
Aldgate,Holborn,19,2886,22346,3947.076990568791
Aldgate,Holland Park,3,2886,2063,10271.025953892922
Aldgate,Holloway Road,8,2886,1696,6832.366086524167
Aldgate,Hounslow Central,0,2886,708,24729.78181340368
Aldgate,Hounslow East,0,2886,843,23984.09742998276
Aldgate,Hounslow West,0,2886,401,26208.865505400117
Aldgate,Hyde Park Corner,1,2886,2410,6690.962407989552
Aldgate,Ickenham,0,2886,282,29941.7541381014
Aldgate,Kennington,0,2886,1161,4498.94802021347
Aldgate,Kensal Green,0,2886,472,12302.667334712356
Aldgate,Kentish Town,1,2886,3404,7697.302404839516
Aldgate,Kew Gardens,0,2886,792,18049.108509835558
Aldgate,Kilburn,1,2886,1953,11974.620000705605
Aldgate,Kilburn Park,1,2886,823,11064.118298419273
Aldgate,King's Cross St. Pancras,351,2886,33330,4182.368278144908
Aldgate,Kingsbury,2,2886,1018,20386.40935426808
Aldgate,Knightsbridge,1,2886,6821,7274.91599628946
Aldgate,Ladbroke Grove,9,2886,2131,11204.738951905463
Aldgate,Lambeth North,0,2886,1319,4553.560740410827
Aldgate,Lancaster Gate,0,2886,1820,8074.819938581673
Aldgate,Latimer Road,4,2886,1109,11864.319486745004
Aldgate,Leicester Square,1,2886,8847,4945.548860973199
Aldgate,Leyton,0,2886,1447,9445.535728886845
Aldgate,Leytonstone,0,2886,1844,11109.379289178325
Aldgate,Liverpool Street,67,2886,61122,722.0840820480884
Aldgate,London Bridge,2,2886,29930,2323.645611523869
Aldgate,Loughton,0,2886,655,19964.389308016238
Aldgate,Maida Vale,2,2886,949,10212.336775491505
Aldgate,Manor House,6,2886,1311,9387.941542857217
Aldgate,Mansion House,5,2886,7815,2014.4086626230892
Aldgate,Marble Arch,5,2886,6145,6856.217753821229
Aldgate,Marylebone,3,2886,4250,7206.92494719984
Aldgate,Mile End,0,2886,3759,4509.191411105709
Aldgate,Mill Hill East,0,2886,681,16687.423967135426
Aldgate,Moor Park,0,2886,550,31386.639340817284
Aldgate,Moorgate,112,2886,24574,1156.1715306504195
Aldgate,Morden,0,2886,1447,16660.40344095237
Aldgate,Mornington Crescent,0,2886,2927,5829.126549254599
Aldgate,Neasden,1,2886,732,15191.37032609031
Aldgate,Newbury Park,0,2886,559,17772.716279482032
Aldgate,North Acton,1,2886,3168,15620.910300664262
Aldgate,North Greenwich,0,2886,6276,8394.202971259609
Aldgate,North Harrow,2,2886,190,23905.267341108793
Aldgate,North Wembley,0,2886,365,19360.35309983165
Aldgate,Northfields,0,2886,864,19524.93632103439
Aldgate,Northolt,0,2886,663,23719.990245665133
Aldgate,Northwick Park,20,2886,1713,20622.50676120211
Aldgate,Northwood,2,2886,1018,29168.340228408888
Aldgate,Northwood Hills,1,2886,488,27581.67134369571
Aldgate,Notting Hill Gate,7,2886,5490,9571.292490923375
Aldgate,Oakwood,0,2886,423,19344.9003722204
Aldgate,Old Street,8,2886,15897,2009.691249395401
Aldgate,Osterley,0,2886,521,23016.602757539524
Aldgate,Oval,1,2886,2544,5414.1057045519865
Aldgate,Oxford Circus,15,2886,44368,5618.440953762892
Aldgate,Paddington,73,2886,20198,8492.098265715982
Aldgate,Parsons Green,0,2886,2711,12381.212124539932
Aldgate,Perivale,0,2886,532,20305.088864133537
Aldgate,Piccadilly Circus,4,2886,13641,5133.447020917527
Aldgate,Pimlico,0,2886,5585,7568.164797725103
Aldgate,Pinner,1,2886,292,25423.022751999648
Aldgate,Plaistow,0,2886,1049,8284.974522596378
Aldgate,Preston Road,5,2886,411,18889.372961980112
Aldgate,Putney Bridge,0,2886,2494,13375.6744738564
Aldgate,Queen's Park,4,2886,2167,10918.04167364284
Aldgate,Queensbury,0,2886,439,21632.404588631733
Aldgate,Queensway,0,2886,1882,8932.969560043346
Aldgate,Rayners Lane,1,2886,426,24531.61974539148
Aldgate,Redbridge,0,2886,198,13957.215396951013
Aldgate,Richmond,0,2886,5397,20217.271773915192
Aldgate,Rickmansworth,3,2886,937,34783.85879881355
Aldgate,Royal Oak,3,2886,856,9429.394778429561
